Address,African-American,American Indian,American Indian/Alaska Native,American Indian/Alaskan Native,Asian,Asian or Asian/Pacific Islander,Asian or Pacific Islander,Asian/Pacific Islander,Black,"Black, not Hispanic",City,Female,Filipino,FullState,Hawaiian Native/Pacific Islander,Hispanic,Lowincome,Male,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Native Hawaiian or Pacific Islander,Pacific Islander,Rate,School,SchoolLink,Score,State,StateOrder,Two or more races,Type,White,"White, not Hispanic",ZipCode,_id,location
50 Camden By-Pass Hwy 1o,,,,,,,,,,,Camden,,,alabama,,,,,,,,,Currently unrated,Camden Head Start,/alabama/camden/4040-Camden-Head-Start/,-1,AL,433,,Private,,,36726,5e7b01be0c16a3618bfc3bf1,
303 Broad Street,,,<1%,,<1%,,,,100%,,Camden,,,alabama,<1%,<1%,,,,,,,Below average,Camden School Of Arts & Tech,/alabama/camden/1506-Camden-School-Of-Arts--Tech/,1,AL,434,<1%,Public district,<1%,,36726,5e7b01be0c16a3618bfc3bf2,"{'type': 'Point', 'coordinates': [-87.29435093829557, 31.994957836593677]}"
201 Woodvale Road,,,<1%,,,<1%,,,<1%,,Prattville,,,alabama,<1%,<1%,,,,,,,Currently unrated,Camellia Baptist Wem,/alabama/prattville/3276-Camellia-Baptist-Wem/,-1,AL,435,<1%,Private,100%,,36067,5e7b01be0c16a3618bfc3bf3,"{'type': 'Point', 'coordinates': [-86.456921, 32.470121]}"
Po Box 443,,,<1%,,,<1%,,,<1%,,Greenville,,,alabama,<1%,<1%,,,,,,,Currently unrated,Camellia City Christian Academy,/alabama/greenville/2141-Camellia-City-Christian-Academy/,-1,AL,436,<1%,Private,100%,,36037,5e7b01be0c16a3618bfc3bf4,
1302 Old Orrville Rd,,,,,,,,,,,Selma,,,alabama,,,,,,,,,Currently unrated,Camp Kids,/alabama/selma/3340-Camp-Kids/,-1,AL,437,,Private,,,36701,5e7b01be0c16a3618bfc3bf5,
1601 County Road 57,,,,,,,,,,,Prattville,,,alabama,,,,,,,,,Currently unrated,Camps,/alabama/prattville/3609-Camps/,-1,AL,438,,Public district,,,36067,5e7b01be0c16a3618bfc3bf6,
1020 N University Blvd,,,,,,,,,,,Mobile,,,alabama,,,,,,,,,Currently unrated,Campus Learning Center,/alabama/mobile/3007-Campus-Learning-Center/,-1,AL,439,,Private,,,36608,5e7b01be0c16a3618bfc3bf7,"{'type': 'Point', 'coordinates': [-88.16838491836735, 30.712613142857144]}"
824 15th Street North,,,,,,,,,,,Bessemer,,,alabama,,,,,,,,,Currently unrated,Canaan Baptist Church Kindergarten,/alabama/bessemer/2414-Canaan-Baptist-Church-Kindergarten/,-1,AL,440,,Private,,,35020,5e7b01be0c16a3618bfc3bf8,"{'type': 'Point', 'coordinates': [-86.96397789795918, 33.402002326530614]}"
824 15th St N,,,,,,,,,,,Bessemer,,,alabama,,,,,,,,,Currently unrated,Canaan Baptist Church Kindergarten,/alabama/bessemer/3749-Canaan-Baptist-Church-Kindergarten/,-1,AL,441,,Private,,,35020,5e7b01be0c16a3618bfc3bf9,"{'type': 'Point', 'coordinates': [-86.96397789795918, 33.402002326530614]}"
22nd Street South,,,,,,,,,,,Pell City,,,alabama,,,,,,,,,Currently unrated,Candy Cane Day Care,/alabama/pell-city/3247-Candy-Cane-Day-Care/,-1,AL,442,,Private,,,35128,5e7b01be0c16a3618bfc3bfa,"{'type': 'Point', 'coordinates': [-86.275566, 33.572019]}"
2940 Rucker Boulevard,,,,,,,,,,,Enterprise,,,alabama,,,,,,,,,Currently unrated,Candy Cane Kidz,/alabama/enterprise/2729-Candy-Cane-Kidz/,-1,AL,443,,Private,,,36330,5e7b01be0c16a3618bfc3bfb,"{'type': 'Point', 'coordinates': [-85.79712393103448, 31.33356724137931]}"
Po Box 935,,,,,,,,,,,Rainsville,,,alabama,,,,,,,,,Currently unrated,Candyland Child Care Center,/alabama/rainsville/3299-Candyland-Child-Care-Center/,-1,AL,444,,Private,,,35986,5e7b01be0c16a3618bfc3bfc,
721 Curry Highway,,,,,,,,,,,Jasper,,,alabama,,,,,,,,,Currently unrated,Candyland Day Care Center,/alabama/jasper/2943-Candyland-Day-Care-Center/,-1,AL,445,,Private,,,35503,5e7b01be0c16a3618bfc3bfd,"{'type': 'Point', 'coordinates': [-87.27544918867925, 33.8959759245283]}"
350 Overbrook Road,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Canterbury Children's Day School,/alabama/birmingham/2504-Canterbury-Childrens-Day-School/,-1,AL,446,,Private,,,35213,5e7b01be0c16a3618bfc3bfe,
350 Overbrook Road,,,<1%,,,<1%,,,<1%,,Birmingham,,,alabama,<1%,<1%,,,,,,,Currently unrated,Canterbury Day School,/alabama/birmingham/4153-Canterbury-Day-School/,-1,AL,447,<1%,Private,100%,,35213,5e7b01be0c16a3618bfc3bff,
456 S. Court St,,,<1%,,,<1%,,,97%,,Montgomery,,,alabama,<1%,<1%,,,,,,,Currently unrated,Canterbury Technical Academy,/alabama/montgomery/1755-Canterbury-Technical-Academy/,-1,AL,448,<1%,Private,3%,,36109,5e7b01be0c16a3618bfc3c00,"{'type': 'Point', 'coordinates': [-86.30893525, 32.372105624999996]}"
434 Sayre St,,,,,,,,,,,Montgomery,,,alabama,,,,,,,,,Currently unrated,Capital City Child Care Center,/alabama/montgomery/3143-Capital-City-Child-Care-Center/,-1,AL,449,,Private,,,36104,5e7b01be0c16a3618bfc3c01,"{'type': 'Point', 'coordinates': [-86.3105294209792, 32.37264588848007]}"
116 Federal Drive,,,<1%,,<1%,,,,80%,,Montgomery,47%,,alabama,<1%,15%,97%,53%,,,,,Below average,Capitol Heights Jr High School,/alabama/montgomery/1100-Capitol-Heights-Jr-High-School/,1,AL,450,<1%,Public district,5%,,36107,5e7b01be0c16a3618bfc3c02,"{'type': 'Point', 'coordinates': [-86.27143416149278, 32.384165499999995]}"
1509 University Boulevard East,,,,,,,,,,,Tuscaloosa,,,alabama,,,,,,,,,Currently unrated,Capstone Child Development Center,/alabama/tuscaloosa/3428-Capstone-Child-Development-Center/,-1,AL,451,,Private,,,35404,5e7b01be0c16a3618bfc3c03,"{'type': 'Point', 'coordinates': [-87.51749018181818, 33.20597263636363]}"
1003 Industrial Park,,,,,,,,,,,Piedmont,,,alabama,,,,,,,,,Currently unrated,Capstone Christian Academy,/alabama/piedmont/3821-Capstone-Christian-Academy/,-1,AL,452,,Private,,,36272,5e7b01be0c16a3618bfc3c04,
283 Bulldog Boulevard,,,<1%,,<1%,,,,4%,,Carbon Hill,,,alabama,<1%,2%,,,,,,,Average,Carbon Hill Elementary-Jr High School,/alabama/carbon-hill/1468-Carbon-Hill-Elementary-Jr-High-School/,5,AL,453,<1%,Public district,94%,,35549,5e7b01be0c16a3618bfc3c05,
217 Bulldog Boulevard,,,<1%,,<1%,,,,4%,,Carbon Hill,,,alabama,<1%,1%,,,,,,,Above average,Carbon Hill High School,/alabama/carbon-hill/1469-Carbon-Hill-High-School/,7,AL,454,<1%,Public district,95%,,35549,5e7b01be0c16a3618bfc3c06,
9558 Hwy 124,,,,,,,,,,,Carbon Hill,,,alabama,,,,,,,,,Currently unrated,Carbon Hill Start School,/alabama/carbon-hill/1471-Carbon-Hill-Start-School/,-1,AL,455,,Public district,,,35549,5e7b01be0c16a3618bfc3c07,
3825 Us Highway 80 W,,,,,,,,,,,Phenix City,,,alabama,,,,,,,,,Currently unrated,Care A Lots Day Care Center I,/alabama/phenix-city/3259-Care-A-Lots-Day-Care-Center-I/,-1,AL,456,,Private,,,36870,5e7b01be0c16a3618bfc3c08,
Po Box 1237,,,,,,,,,,,Smiths Station,,,alabama,,,,,,,,,Currently unrated,Care A Lots Day Care Center-Smith,/alabama/smiths-station/3362-Care-A-Lots-Day-Care-Center-Smith/,-1,AL,457,,Private,,,36877,5e7b01be0c16a3618bfc3c09,
2901 Pike Avenue Northwest,,,,,,,,,,,Huntsville,,,alabama,,,,,,,,,Currently unrated,Care To Learn Center,/alabama/huntsville/3779-Care-To-Learn-Center/,-1,AL,458,,Private,,,35810,5e7b01be0c16a3618bfc3c0a,"{'type': 'Point', 'coordinates': [-86.593161, 34.760999]}"
2901 Pike Avenue NW,,,,,,,,,,,Huntsville,,,alabama,,,,,,,,,Currently unrated,Care To Learn School,/alabama/huntsville/1671-Care-To-Learn-School/,-1,AL,459,,Private,,,35810,5e7b01be0c16a3618bfc3c0b,"{'type': 'Point', 'coordinates': [-86.593161, 34.760999]}"
105 Burke Avenue Southeast,,,<1%,,,<1%,,,<1%,,Attalla,31%,,alabama,<1%,<1%,63%,69%,,,,,Currently unrated,Career Technical Center,/alabama/attalla/595-Career-Technical-Center/,-1,AL,460,<1%,Public district,100%,,35954,5e7b01be0c16a3618bfc3c0c,
1400 Gamble Ave,,,,,,,,,,,Jasper,,,alabama,,,,,,,,,Currently unrated,Carl Hare Child Development Center,/alabama/jasper/2939-Carl-Hare-Child-Development-Center/,-1,AL,461,,Private,,,35501,5e7b01be0c16a3618bfc3c0d,"{'type': 'Point', 'coordinates': [-87.267459, 33.835649]}"
8025 U.S. 431,,,1%,,<1%,,,,1%,,Boaz,49%,,alabama,1%,12%,67%,51%,,,,,Average,Carlisle Elementary School,/alabama/boaz/578-Carlisle-Elementary-School/,6,AL,462,<1%,Public district,85%,,35956,5e7b01be0c16a3618bfc3c0e,
1361 Springhill Avenue,,,,,,,,,,,Mobile,,,alabama,,,,,,,,,Currently unrated,Carmen's Child Care & Learning Center,/alabama/mobile/3017-Carmens-Child-Care--Learning-Center/,-1,AL,463,,Private,,,36604,5e7b01be0c16a3618bfc3c0f,"{'type': 'Point', 'coordinates': [-88.069706, 30.692526]}"
P.O. Box 574,,,,,,,,,,,Pelham,,,alabama,,,,,,,,,Currently unrated,Caroline E Jackson Child Development,/alabama/pelham/3242-Caroline-E-Jackson-Child-Development/,-1,AL,464,,Private,,,35124,5e7b01be0c16a3618bfc3c10,
1015 14th St,,,,,,,,,,,Phenix City,,,alabama,,,,,,,,,Currently unrated,Carolyn's Playhouse & Pre-School,/alabama/phenix-city/3250-Carolyns-Playhouse--Pre-School/,-1,AL,465,,Private,,,36867,5e7b01be0c16a3618bfc3c11,"{'type': 'Point', 'coordinates': [-85.00710053530358, 32.47281585105554]}"
801 E Pettus St,,,,,,,,,,,Demopolis,,,alabama,,,,,,,,,Currently unrated,Carrie's Child Care Center,/alabama/demopolis/2678-Carries-Child-Care-Center/,-1,AL,466,,Private,,,36732,5e7b01be0c16a3618bfc3c12,"{'type': 'Point', 'coordinates': [-87.824859, 32.506109]}"
315 Eagle Way,,,<1%,,1%,,,,46%,,Ozark,49%,,alabama,<1%,2%,55%,51%,,,,,Average,Carroll High School,/alabama/ozark/1200-Carroll-High-School/,6,AL,467,1%,Public district,49%,,36360,5e7b01be0c16a3618bfc3c13,
227 Faust Avenue,,,,,,,,,,,Ozark,,,alabama,,,,,,,,,Currently unrated,Carroll High School Career Center,/alabama/ozark/1206-Carroll-High-School-Career-Center/,-1,AL,468,,Public district,,,36360,5e7b01be0c16a3618bfc3c14,"{'type': 'Point', 'coordinates': [-85.62914440647344, 31.461094167967023]}"
420 Carson Road,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Carson Village Day Care Center,/alabama/birmingham/2513-Carson-Village-Day-Care-Center/,-1,AL,469,,Private,,,35215,5e7b01be0c16a3618bfc3c15,"{'type': 'Point', 'coordinates': [-86.72578126530613, 33.655333846938774]}"
3100 Mobile Drive,,,<1%,,<1%,,,,97%,,Montgomery,60%,,alabama,<1%,1%,73%,40%,,,,,Average,Carver Elementary School,/alabama/montgomery/1101-Carver-Elementary-School/,6,AL,470,<1%,Public district,2%,,36108,5e7b01be0c16a3618bfc3c16,"{'type': 'Point', 'coordinates': [-86.33354, 32.349042]}"
1001 Webb Road,,,<1%,,4%,,,,29%,,Dothan,,,alabama,<1%,6%,,,,,,,Top rated,Carver Magnet School For Math Sci And Tech,/alabama/dothan/520-Carver-Magnet-School-For-Math-Sci-And-Tech/,10,AL,471,1%,Public district,59%,,36303,5e7b01be0c16a3618bfc3c17,"{'type': 'Point', 'coordinates': [-85.37525348861564, 31.236970200000002]}"
623 Mesopotamia Street,,,<1%,,1%,,,,96%,,Eutaw,,,alabama,<1%,2%,,,,,,,Below average,Carver Middle School,/alabama/eutaw/674-Carver-Middle-School/,1,AL,472,<1%,Public district,1%,,35462,5e7b01be0c16a3618bfc3c18,"{'type': 'Point', 'coordinates': [-87.89806191487678, 32.84756035781453]}"
307 Carver Avenue,,,2%,,1%,,,,58%,,Opelika,,,alabama,<1%,26%,,,,,,,Currently unrated,Carver Primary School,/alabama/opelika/1186-Carver-Primary-School/,-1,AL,473,1%,Public district,12%,,36801,5e7b01be0c16a3618bfc3c19,"{'type': 'Point', 'coordinates': [-85.37765149848805, 32.63592889070412]}"
2001 West Fairview Avenue,,,<1%,,<1%,,,,94%,,Montgomery,,,alabama,<1%,3%,,,,,,,Below average,Carver Senior High School,/alabama/montgomery/1116-Carver-Senior-High-School/,1,AL,474,<1%,Public district,2%,,36108,5e7b01be0c16a3618bfc3c1a,"{'type': 'Point', 'coordinates': [-86.325031, 32.351379]}"
715 Sanders Street,,,<1%,,15%,,,,24%,,Auburn,,,alabama,<1%,9%,,,,,,,Currently unrated,Cary Woods Elementary School,/alabama/auburn/88-Cary-Woods-Elementary-School/,-1,AL,475,5%,Public district,47%,,36830,5e7b01be0c16a3618bfc3c1b,"{'type': 'Point', 'coordinates': [-85.48499542409982, 32.621219249999996]}"
6690 Cahaba Valley Road,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Casa Asbury Methodist Day Care,/alabama/birmingham/2416-Casa-Asbury-Methodist-Day-Care/,-1,AL,476,,Private,,,35242,5e7b01be0c16a3618bfc3c1c,"{'type': 'Point', 'coordinates': [-86.658537, 33.44257]}"
Po Box 661,,,<1%,,,<1%,,,77%,,Selma,,,alabama,<1%,<1%,,,,,,,Currently unrated,Cathedral Academy,/alabama/selma/3712-Cathedral-Academy/,-1,AL,477,7%,Private,16%,,36702,5e7b01be0c16a3618bfc3c1d,
307 19th Street South,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Cathedral Day Care Center,/alabama/birmingham/2493-Cathedral-Day-Care-Center/,-1,AL,478,,Private,,,35233,5e7b01be0c16a3618bfc3c1e,"{'type': 'Point', 'coordinates': [-86.80358475781591, 33.5093363]}"
1780 Mitchell Young Road,,,5%,,<1%,,,,40%,,Montgomery,53%,,alabama,<1%,42%,88%,47%,,,,,Below average,Catoma Elementary School,/alabama/montgomery/1102-Catoma-Elementary-School/,3,AL,479,<1%,Public district,13%,,36108,5e7b01be0c16a3618bfc3c1f,"{'type': 'Point', 'coordinates': [-86.437188, 32.329465]}"
1111 Watson Drive,,,<1%,,2%,,,,24%,,Oxford,,,alabama,<1%,15%,,,,,,,Average,Ce Hanna School,/alabama/oxford/1199-Ce-Hanna-School/,5,AL,480,4%,Public district,56%,,36203,5e7b01be0c16a3618bfc3c20,"{'type': 'Point', 'coordinates': [-85.87854089394274, 33.59718249268563]}"
3360 Reese Street,,,,,,,,,,,Cedar Bluff,,,alabama,,,,,,,,,Currently unrated,Cedar Bluff Head Start,/alabama/cedar-bluff/2584-Cedar-Bluff-Head-Start/,-1,AL,481,,Private,,,35959,5e7b01be0c16a3618bfc3c21,"{'type': 'Point', 'coordinates': [-85.61132959183674, 34.22193943877551]}"
3655 Old Highway 9,,,1%,,1%,,,,8%,,Cedar Bluff,45%,,alabama,<1%,1%,68%,55%,,,,,Above average,Cedar Bluff High School,/alabama/cedar-bluff/337-Cedar-Bluff-High-School/,7,AL,482,<1%,Public district,89%,,35959,5e7b01be0c16a3618bfc3c22,"{'type': 'Point', 'coordinates': [-85.60560325925927, 34.2201464691358]}"
2001 Cedar Grove Road,,,,,,,,,,,Leeds,,,alabama,,,,,,,,,Currently unrated,Cedar Grove Chld Development Center,/alabama/leeds/2957-Cedar-Grove-Chld-Development-Center/,-1,AL,483,,Private,,,35094,5e7b01be0c16a3618bfc3c23,"{'type': 'Point', 'coordinates': [-86.526744, 33.560829]}"
Rr 3 Box 141,,,,,,,,,,,Andalusia,,,alabama,,,,,,,,,Currently unrated,Cedar Grove Christian School,/alabama/andalusia/2297-Cedar-Grove-Christian-School/,-1,AL,484,,Private,,,36421,5e7b01be0c16a3618bfc3c24,
650 W Clark Ave P.O. Box 10127,,,,,,,,,,,Prichard,,,alabama,,,,,,,,,Currently unrated,Cedar Grove Prepatory Academy,/alabama/prichard/1636-Cedar-Grove-Prepatory-Academy/,-1,AL,485,,Private,,,36610,5e7b01be0c16a3618bfc3c25,
27905 Cedar Hill Road,,,1%,,<1%,,,,1%,,Ardmore,48%,,alabama,<1%,6%,44%,52%,,,,,Average,Cedar Hill Elementary School,/alabama/ardmore/2103-Cedar-Hill-Elementary-School/,6,AL,486,3%,Public district,88%,,35739,5e7b01be0c16a3618bfc3c26,"{'type': 'Point', 'coordinates': [-86.82174902737964, 34.9780447]}"
1101 Woodrow Avenue,,,<1%,,<1%,,,,99%,,Selma,48%,,alabama,<1%,<1%,94%,52%,,,,,Below average,Cedar Park Elementary School,/alabama/selma/1282-Cedar-Park-Elementary-School/,3,AL,487,<1%,Public district,1%,,36701,5e7b01be0c16a3618bfc3c27,"{'type': 'Point', 'coordinates': [-87.02816328856821, 32.44292444600878]}"
2715 Danville Road Southwest,,,1%,,3%,,,,34%,,Decatur,,,alabama,<1%,15%,,,,,,,Average,Cedar Ridge Middle School,/alabama/decatur/498-Cedar-Ridge-Middle-School/,5,AL,488,3%,Public district,46%,,35603,5e7b01be0c16a3618bfc3c28,"{'type': 'Point', 'coordinates': [-87.01962647020902, 34.55929955]}"
725 East Main Street,,,,,,,,,,,Centre,,,alabama,,,,,,,,,Currently unrated,Center 2225 2 Head Start,/alabama/centre/3896-Center-2225-2-Head-Start/,-1,AL,489,,Private,,,35960,5e7b01be0c16a3618bfc3c29,"{'type': 'Point', 'coordinates': [-85.67002415013206, 34.148883705796166]}"
2129 Center Point Road,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Center Point 1st Umc Kindergarten Daycare,/alabama/birmingham/2029-Center-Point-1st-Umc-Kindergarten-Daycare/,-1,AL,490,,Private,,,35215,5e7b01be0c16a3618bfc3c2a,
4801 Indian Trail,,,<1%,,<1%,,,,93%,,Center Point,43%,,alabama,<1%,4%,87%,57%,,,,,Currently unrated,Center Point Elementary School,/alabama
